what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1370258542603
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1370258552712
opened,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1370258553008
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1370258553039
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1370258562179
opened,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1370258562429
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1370258562476
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1370258585331
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370258588160
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370258614675
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1370258617077
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1370258622356
opened,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1370258624877
activated,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1370258624923
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370258687394
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370258744534
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370258749510
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370258935445
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1370258942413
opened,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1370258947364
activated,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1370258947395
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370258957676
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259000872
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259004481
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259012352
