what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1370261356159
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1370261364367
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261365740
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261370444
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261374235
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261376842
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261410305
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261445278
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261450013
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261450481
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1370261452478
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1370261454508
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1370261456458
executed,command,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.stop,1370261462438
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1370261462844
activated,view,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui.ServersView,1370261463787
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1370261463850
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261472919
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261475919
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1370261475951
started,bundle,org.eclipse.mylyn.pde.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.pde.ui,1370261475966
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1370261475997
closed,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370261476091
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1370261476356
