what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259326398
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259327840
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259332229
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259333852
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1370259336582
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259341327
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259344266
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259344282
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259346809
executed,command,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.launchShortcut.run,1370259346824
opened,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1370259348466
activated,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1370259348498
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1370259388676
activated,editor,org.eclipse.ui.browser,3.2.201.v20080708_34x,org.eclipse.ui.browser.editor,1370259427946
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259467957
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259511526
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1370259520136
opened,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1370259520370
activated,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1370259520433
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259524997
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370259550168
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1370259553897
activated,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1370259554240
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1370259557724
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1370259561352
