what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1370344295261
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344313682
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344377358
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1370344385918
opened,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1370344393021
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1370344393053
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344455021
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344556410
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344559530
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344581183
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1370344581214
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1370344588485
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1370344592297
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1370344592375
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1370344600040
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344601957
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344602160
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1370344604625
activated,editor,org.eclipse.jst.jsp.ui,1.1.312.v200901290909,org.eclipse.jst.jsp.core.jspsource.source,1370344614402
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1370344620196
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1370344643051
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344645110
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1370344826018
opened,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1370344833406
activated,editor,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart,1370344833469
